country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","24-03-2026 13:00:00",23.076793,72.627874,NH3,3,13,6
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","24-03-2026 13:00:00",23.076793,72.627874,OZONE,3,66,22
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro","24-03-2026 13:00:00",21.755417,72.139056,NH3,2,3,2
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","24-03-2026 13:00:00","21.217779 ","72.834787 ",SO2,17,102,32
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro","24-03-2026 13:00:00","21.217779 ","72.834787 ",OZONE,9,9,9
India,Gujarat,Surat,"Science Center, Surat - SMC","24-03-2026 13:00:00",21.170046,72.795405,NO2,17,25,21
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","24-03-2026 13:00:00",23.107969,72.574648,NH3,4,8,6
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","24-03-2026 13:00:00",23.107969,72.574648,OZONE,14,79,45
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","24-03-2026 13:00:00",28.5504249,77.2159377,NO2,37,50,45
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","24-03-2026 13:00:00",28.4501238,77.0263051,SO2,2,8,5
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","24-03-2026 13:00:00",29.140560,75.744941,NO2,26,27,27
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","24-03-2026 13:00:00",29.140560,75.744941,SO2,7,15,11
India,Haryana,Jind,"Police Lines, Jind - HSPCB","24-03-2026 13:00:00",29.307814,76.337619,NH3,4,6,5
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","24-03-2026 13:00:00",29.8006,76.4155,PM2.5,45,302,134
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","24-03-2026 13:00:00",29.8006,76.4155,CO,5,63,34
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","24-03-2026 13:00:00",28.6701,76.9254,NH3,NA,NA,NA
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","24-03-2026 13:00:00",28.3419248,77.319699,NH3,3,3,3
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","24-03-2026 13:00:00",22.320153,73.216285,CO,59,98,77
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","24-03-2026 13:00:00",20.362421,72.918013,PM10,62,109,76
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","24-03-2026 13:00:00",28.593883,76.270653,NO2,9,22,16
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","24-03-2026 13:00:00",28.422681,77.148944,PM10,47,196,112
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","24-03-2026 13:00:00",28.4501238,77.0263051,PM10,92,421,157
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","24-03-2026 13:00:00",28.376058,77.315741,OZONE,14,16,15
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","24-03-2026 13:00:00",30.379589,76.778328,OZONE,21,26,22
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","24-03-2026 13:00:00",28.4275,77.1465,OZONE,9,38,17
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","24-03-2026 13:00:00",30.1480566,77.2893471,PM10,90,159,122
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","24-03-2026 13:00:00",30.1480566,77.2893471,CO,29,52,41
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","24-03-2026 13:00:00",30.943887,76.801991,PM10,59,405,149
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","24-03-2026 13:00:00",30.943887,76.801991,NO2,5,41,15
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","24-03-2026 13:00:00",30.943887,76.801991,NH3,4,5,4
India,Jammu_and_Kashmir,Pampore,"Khrew, Pampore - JKPCC","24-03-2026 13:00:00",34.031606,75.009712,PM10,16,68,36
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC","24-03-2026 13:00:00",34.06313,74.96017,NO2,6,15,10
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","24-03-2026 13:00:00",29.695300,77.002700,CO,12,18,14
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","24-03-2026 13:00:00",29.966942,76.875879,NO2,4,4,4
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","24-03-2026 13:00:00",27.9002,76.9938,PM10,24,404,102
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","24-03-2026 13:00:00",27.9002,76.9938,NO2,20,23,21
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","24-03-2026 13:00:00",28.060249,76.113115,NH3,4,6,5
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","24-03-2026 13:00:00",28.060249,76.113115,CO,26,48,42
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","24-03-2026 13:00:00",28.1485564,77.3320667,PM10,79,103,93
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","24-03-2026 13:00:00",28.3153,76.9143,NH3,1,3,3
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","24-03-2026 13:00:00",28.3153,76.9143,SO2,1,20,8
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","24-03-2026 13:00:00",28.52123,76.37138,NO2,11,13,12
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","24-03-2026 13:00:00",28.52123,76.37138,CO,21,38,32
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","24-03-2026 13:00:00",29.027200,77.062100,PM2.5,61,301,157
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","24-03-2026 13:00:00",13.029152,77.585901,NO2,34,119,67
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","24-03-2026 13:00:00",13.029152,77.585901,OZONE,6,13,10
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","24-03-2026 13:00:00",12.938539,77.590100,PM2.5,63,228,131
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","24-03-2026 13:00:00",12.920984,77.584908,NO2,14,22,17
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","24-03-2026 13:00:00",12.920984,77.584908,NH3,2,2,2
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","24-03-2026 13:00:00",34.066206,74.819820,PM2.5,13,29,18
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","24-03-2026 13:00:00",34.066206,74.819820,OZONE,1,2,1
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","24-03-2026 13:00:00",23.80569,86.44268,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","24-03-2026 13:00:00",12.917348,77.622813,OZONE,14,77,39
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","24-03-2026 13:00:00",17.930306,77.482194,PM10,42,93,63
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","24-03-2026 13:00:00",17.930306,77.482194,NO2,11,16,13
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","24-03-2026 13:00:00",28.1485564,77.3320667,NO2,23,25,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","24-03-2026 13:00:00",28.1485564,77.3320667,NH3,8,9,9
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","24-03-2026 13:00:00",28.1485564,77.3320667,CO,10,102,65
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","24-03-2026 13:00:00",12.9352049,77.6814488,NO2,10,29,21
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","24-03-2026 13:00:00",12.9352049,77.6814488,CO,38,42,38
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","24-03-2026 13:00:00",12.7816279,77.6299145,PM2.5,34,108,66
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","24-03-2026 13:00:00",12.7816279,77.6299145,SO2,18,19,18
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","24-03-2026 13:00:00",8.563700,76.886500,CO,34,101,50
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","24-03-2026 13:00:00",8.563700,76.886500,OZONE,30,31,30
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","24-03-2026 13:00:00",8.5149093,76.9435879,CO,9,41,14
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","24-03-2026 13:00:00",10.532400,76.215900,PM2.5,39,52,47
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","24-03-2026 13:00:00",10.532400,76.215900,SO2,1,1,1
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","24-03-2026 13:00:00",10.532400,76.215900,CO,12,17,15
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","24-03-2026 13:00:00",10.532400,76.215900,OZONE,30,31,30
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","24-03-2026 13:00:00",23.264759,77.381568,NO2,16,74,31
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","24-03-2026 13:00:00",23.264759,77.381568,CO,16,63,21
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","24-03-2026 13:00:00",23.264759,77.381568,OZONE,12,68,44
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","24-03-2026 13:00:00",23.210494,77.425409,SO2,21,30,26
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","24-03-2026 13:00:00",16.7602,77.1428,PM2.5,38,65,53
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","24-03-2026 13:00:00",16.7602,77.1428,NO2,8,19,16
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","24-03-2026 13:00:00",16.7602,77.1428,SO2,8,17,13
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","24-03-2026 13:00:00",16.7602,77.1428,OZONE,18,21,19
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","24-03-2026 13:00:00",10.073232,76.302765,PM10,68,77,73
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","24-03-2026 13:00:00",10.073232,76.302765,NO2,6,6,6
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","24-03-2026 13:00:00",11.875000,75.373200,SO2,1,7,2
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","24-03-2026 13:00:00",23.233584,77.400574,SO2,11,26,17
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","24-03-2026 13:00:00",22.9682591,76.064118,PM2.5,19,222,59
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","24-03-2026 13:00:00",22.9682591,76.064118,PM10,63,233,105
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","24-03-2026 13:00:00",22.9682591,76.064118,SO2,17,118,55
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","24-03-2026 13:00:00",26.203442,78.193251,NO2,29,86,50
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","24-03-2026 13:00:00",26.203442,78.193251,NH3,5,7,6
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","24-03-2026 13:00:00",15.3714823,75.1160168,OZONE,NA,NA,NA
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","24-03-2026 13:00:00",17.336318,76.847397,NO2,10,15,12
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","24-03-2026 13:00:00",12.889250,74.853000,PM2.5,41,73,54
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","24-03-2026 13:00:00",12.889250,74.853000,PM10,39,75,58
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","24-03-2026 13:00:00",11.55358,76.55521,OZONE,14,38,24
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","24-03-2026 13:00:00",13.428828,77.731418,NO2,4,37,15
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","24-03-2026 13:00:00",13.328028,75.797056,PM2.5,26,77,47
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","24-03-2026 13:00:00",12.733409,77.298051,PM10,38,115,74
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","24-03-2026 13:00:00",12.733409,77.298051,CO,14,30,23
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","24-03-2026 13:00:00",13.34194444,74.74694444,NO2,NA,NA,NA
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","24-03-2026 13:00:00",13.34194444,74.74694444,NH3,2,2,2
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","24-03-2026 13:00:00",26.203442,78.193251,OZONE,35,141,81
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","24-03-2026 13:00:00",26.259242,78.216432,NO2,32,105,56
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","24-03-2026 13:00:00",22.7524,75.8872,OZONE,10,17,12
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","24-03-2026 13:00:00",22.7084,75.8815,OZONE,5,26,6
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","24-03-2026 13:00:00",22.4310,75.5213,PM2.5,27,176,62
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","24-03-2026 13:00:00",22.4310,75.5213,CO,24,80,43
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","24-03-2026 13:00:00",24.58434363,80.8549414,PM10,69,71,70
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","24-03-2026 13:00:00",24.58434363,80.8549414,NO2,12,13,12
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","24-03-2026 13:00:00",24.108970,82.645580,PM10,70,288,189
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","24-03-2026 13:00:00",24.108970,82.645580,NO2,76,156,124
India,"Madhya Pradesh",Ujjain,"Mahashweta Nagar, Ujjain - MPPCB","24-03-2026 13:00:00",23.1633321,75.800225,NH3,11,16,13
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","24-03-2026 13:00:00",19.10122,74.73339,PM2.5,37,78,57
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","24-03-2026 13:00:00",20.719516,77.000253,PM10,32,147,95
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","24-03-2026 13:00:00",20.719516,77.000253,OZONE,1,66,28
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","24-03-2026 13:00:00",19.2157840,73.1997810,PM10,30,157,85
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB","24-03-2026 13:00:00",19.2157840,73.1997810,NO2,22,105,52
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","24-03-2026 13:00:00",23.50016,80.23284,PM10,38,131,66
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","24-03-2026 13:00:00",24.2613009,80.7231783,CO,48,56,55
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","24-03-2026 13:00:00",23.108440,77.511428,PM2.5,55,226,112
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","24-03-2026 13:00:00",22.624758,75.675238,NH3,12,14,13
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","24-03-2026 13:00:00",22.624758,75.675238,SO2,4,9,6
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","24-03-2026 13:00:00",22.624758,75.675238,CO,10,34,22
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","24-03-2026 13:00:00",23.331731,75.045981,PM2.5,15,101,43
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","24-03-2026 13:00:00",23.331731,75.045981,PM10,40,113,76
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","24-03-2026 13:00:00",23.838586,78.759431,SO2,5,10,7
India,Maharashtra,Beed,"Bir, Beed - MPCB","24-03-2026 13:00:00",18.988474,75.753873,PM2.5,22,83,44
India,Maharashtra,Beed,"Bir, Beed - MPCB","24-03-2026 13:00:00",18.988474,75.753873,PM10,59,192,88
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","24-03-2026 13:00:00",19.309073,73.057223,NO2,10,35,23
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","24-03-2026 13:00:00",19.309073,73.057223,SO2,8,18,11
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","24-03-2026 13:00:00",19.786089,72.757971,PM2.5,44,112,67
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","24-03-2026 13:00:00",19.786089,72.757971,NO2,NA,NA,NA
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","24-03-2026 13:00:00",19.786089,72.757971,CO,9,72,35
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","24-03-2026 13:00:00",19.962900,79.298714,NO2,32,36,34
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","24-03-2026 13:00:00",23.163174,79.973061,OZONE,1,72,10
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","24-03-2026 13:00:00",23.142888,79.916147,PM2.5,31,138,86
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","24-03-2026 13:00:00",23.142888,79.916147,SO2,13,27,19
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","24-03-2026 13:00:00",23.168606,79.932247,PM2.5,15,91,60
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","24-03-2026 13:00:00",23.168606,79.932247,CO,26,122,60
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","24-03-2026 13:00:00",23.218135,79.957770,NO2,32,83,50
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","24-03-2026 13:00:00",23.218135,79.957770,SO2,8,16,12
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","24-03-2026 13:00:00",23.218135,79.957770,OZONE,12,37,12
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","24-03-2026 13:00:00",21.001264,75.565602,PM10,62,164,95
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","24-03-2026 13:00:00",21.001264,75.565602,NO2,3,36,10
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","24-03-2026 13:00:00",19.854616,75.905894,PM10,34,103,73
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","24-03-2026 13:00:00",19.854616,75.905894,CO,7,60,16
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","24-03-2026 13:00:00",19.854616,75.905894,OZONE,8,79,28
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","24-03-2026 13:00:00",19.192056,72.9585188,NO2,11,15,12
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","24-03-2026 13:00:00",19.192056,72.9585188,OZONE,3,79,11
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","24-03-2026 13:00:00",20.555712,74.529236,CO,4,59,22
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","24-03-2026 13:00:00",20.555712,74.529236,OZONE,33,94,46
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","24-03-2026 13:00:00",19.053536,72.84643,NO2,47,98,70
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","24-03-2026 13:00:00",19.065931,72.862131,PM2.5,35,93,67
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","24-03-2026 13:00:00",19.065931,72.862131,NO2,5,53,18
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","24-03-2026 13:00:00",19.23241,72.86895,PM2.5,57,88,70
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","24-03-2026 13:00:00",20.9402359,77.7895248,NO2,5,52,28
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","24-03-2026 13:00:00",20.939198,77.765701,PM10,69,185,106
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","24-03-2026 13:00:00",20.939198,77.765701,SO2,21,36,29
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","24-03-2026 13:00:00",19.863756,75.321188,CO,19,90,25
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","24-03-2026 13:00:00",19.16485,73.23409,SO2,2,15,9
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","24-03-2026 13:00:00",19.9775302,79.2337086,PM2.5,58,243,114
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","24-03-2026 13:00:00",19.9775302,79.2337086,NH3,1,7,3
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","24-03-2026 13:00:00",20.918946,74.776388,SO2,5,37,12
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB","24-03-2026 13:00:00","19.2268427 ","73.0788456 ",SO2,12,42,22
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB","24-03-2026 13:00:00",19.710842,77.151824,PM2.5,29,334,109
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","24-03-2026 13:00:00",16.6870449,74.2505872,CO,18,43,31
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","24-03-2026 13:00:00",18.39963,76.57452,PM2.5,45,75,61
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","24-03-2026 13:00:00",18.39963,76.57452,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","24-03-2026 13:00:00",19.04946,72.9230,CO,20,114,52
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","24-03-2026 13:00:00",19.083694,72.920967,PM2.5,57,107,79
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","24-03-2026 13:00:00",19.083694,72.920967,NO2,7,47,27
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","24-03-2026 13:00:00",19.083694,72.920967,NH3,8,8,8
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","24-03-2026 13:00:00",19.083694,72.920967,SO2,1,4,2
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","24-03-2026 13:00:00",19.205800,72.868200,PM2.5,14,93,34
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","24-03-2026 13:00:00",19.205800,72.868200,NO2,36,36,36
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","24-03-2026 13:00:00",19.205800,72.868200,CO,34,36,34
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","24-03-2026 13:00:00",19.205800,72.868200,OZONE,14,15,15
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","24-03-2026 13:00:00",19.215859,72.831718,NH3,3,4,4
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","24-03-2026 13:00:00",19.19709,72.82204,NO2,23,113,50
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","24-03-2026 13:00:00",18.96702,72.84214,NH3,12,23,15
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","24-03-2026 13:00:00",18.96702,72.84214,SO2,8,19,14
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","24-03-2026 13:00:00",18.96702,72.84214,OZONE,8,81,50
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","24-03-2026 13:00:00",19.1878657,72.8304069,PM10,49,114,85
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","24-03-2026 13:00:00",19.1878657,72.8304069,SO2,12,41,24
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","24-03-2026 13:00:00",19.1878657,72.8304069,OZONE,4,62,12
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","24-03-2026 13:00:00",18.897756,72.813320,PM2.5,49,105,71
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","24-03-2026 13:00:00",18.897756,72.813320,PM10,64,128,92
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","24-03-2026 13:00:00",18.897756,72.813320,OZONE,10,76,49
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","24-03-2026 13:00:00",19.137500,72.915056,OZONE,9,9,9
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","24-03-2026 13:00:00",19.000084,72.856730,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","24-03-2026 13:00:00",19.000084,72.856730,OZONE,1,47,27
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","24-03-2026 13:00:00",19.060498,72.923356,PM10,61,146,109
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","24-03-2026 13:00:00",19.060498,72.923356,SO2,1,27,14
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","24-03-2026 13:00:00",19.000083,72.813993,PM2.5,58,102,78
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","24-03-2026 13:00:00",21.121801,79.04952,OZONE,6,100,43
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","24-03-2026 13:00:00",21.152875,79.0517531,NO2,21,132,59
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","24-03-2026 13:00:00",21.152875,79.0517531,NH3,3,19,8
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","24-03-2026 13:00:00",21.152875,79.0517531,SO2,8,55,28
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","24-03-2026 13:00:00",21.143383,79.048912,SO2,4,50,17
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","24-03-2026 13:00:00",21.143383,79.048912,CO,10,90,60
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","24-03-2026 13:00:00",19.173852,77.296291,PM10,58,141,93
